institution,level,department,course_name,course_code,credit,division
Eastern Kentucky University,College,Real Estate,Real estate principles,310,3S,U
Eastern Kentucky University,College,Real Estate,Religion (Religious Studies) World religions,301,3S,U
Eastern Kentucky University,College,Science,History of science,310,3S,U
Eastern Kentucky University,College,Security /Safety Technology /Loss Prevention,Introduction to security,110,3S,L
Eastern Kentucky University,College,Sociology,Introductory sociology,131,3S,L
Eastern Kentucky University,College,Sociology,Sociology of the family,245,3S,L
Eastern Kentucky University,College,Traffic Safety,Alcohol and other drugs,232,3S,L
Eastern Kentucky University,College,Current developments in driver and traffic,safety,413,3S,U
Eastern Oregon State College,College,Biology,Genetics,301,"3S, VI",U
Eastern Oregon State College,College,English,Children's literature,207,"3S, VI",L
Eastern Oregon State College,College,English Language and Literature,Reading of literature,100,"3S, VI, AC",L
Eastern Oregon State College,College,Management,Basic supervision,281,"3S, VI",L
Eastern Oregon State College,College,Management,Business communication,202,"3S, VI",L
Eastern Oregon State College,College,Mathematics,Intermediate algebra,104,"3S, VI",L
Eastern Oregon State College,College,Psychology,General psychology,101,"3S, VI",L
Eastern Oregon State College,College,Sociology,Introduction to sociology,105,"3S, AC",L
Eastern Oregon State College,College,Technology,Understanding technology,150,"3S, VI",L
Eastern Oregon State College,Graduate,English,History of the English language,421,"3S, VI",
Eastern Oregon State College,Graduate,English,Modern English grammar,402,"3S, VI",
Eastern Michigan University,High School,Mathematics,Algebraic foundations,095,"4Q, VI",
Eastern Michigan University,High School,Mathematics,Arithmetic skills,040,"3Q, VI",
Eastern Michigan University,High School,Mathematics,Elementary algebra,070,"4Q, VI",
Eastern Michigan University,College,Anthropology,Cultural anthropology,101,"5Q, VI",L
Eastern Michigan University,College,Anthropology,North American archaeology,310,5Q,U
Eastern Michigan University,College,Anthropology,Pacific Northwest archaeology,310,5Q,U
Eastern Michigan University,College,Biology,Introduction to biology,101,"3Q, VI",L
Eastern Michigan University,College,Biology,Introduction to biology,102,"3Q, VI",L
Eastern Michigan University,College,Biology,Introduction to biology,103,"3Q, VI",L
Eastern Michigan University,College,Biology,Introductory microbiology,234,"4Q, VI",L
Eastern Michigan University,College,Botany,Plant biology,201,"5Q, VI",L
Eastern Oregon State College,Graduate,Certificate of initial mastery goals through,science,708,"VC, VI, LK",
Eastern Oregon State College,Graduate,Humanities,Study and travel,510,VC,
Eastern Oregon State College,College,Business organizations and legal,transactions,GB357,3S,U
East Texas State University,Noncredit,Continuing Education,Agency relationship,RE135,NC,
East Texas State University,Noncredit,Continuing Education,American history I,AH216,NC,
East Texas State University,Noncredit,Continuing Education,American history II,AH217,NC,
East Texas State University,Noncredit,Continuing Education,Appraisal standards and ethics,RE900,NC,
East Texas State University,Noncredit,Continuing Education,Business brokerage,RE 150,NC,
East Texas State University,Noncredit,Continuing Education,Buyer agency,RE136,NC,
East Texas State University,Noncredit,Continuing Education,Effective real estate marketing,RE115,NC,
East Texas State University,Noncredit,Continuing Education,English,EN210,NC,
East Texas State University,Noncredit,Continuing Education,"Getting past ""no""",ME302,NC,
East Texas State University,Noncredit,Continuing Education,Home inspection,RE120,NC,
East Texas State University,Noncredit,Home inspection-mastering the profession,Income property appraisal,RE109,NC,
East Texas State University,Noncredit,Home inspection-mastering the profession,Law: contracts,RE105,NC,
East Texas State University,Noncredit,Home inspection-mastering the profession,Mandatory continuing education RE999 (NC) Modern residential financing,RE 107,NC,
East Texas State University,Noncredit,Home inspection-mastering the profession,Personal financial planning,PF251,NC,
East Texas State University,Noncredit,Home inspection-mastering the profession,Property management,RE112,NC,
East Texas State University,Noncredit,Home inspection-mastering the profession,Psychology of human relations,PS220,NC,
East Texas State University,Noncredit,Home inspection-mastering the profession,Real estate appraisal,RE108,NC,
East Texas State University,Noncredit,Home inspection-mastering the profession,Real estate brokerage,RE130,NC,
East Texas State University,Noncredit,Home inspection-mastering the profession,Real estate exchange,RE127,NC,
East Texas State University,Noncredit,Home inspection-mastering the profession,Real estate finance,RE106,NC,
East Texas State University,Noncredit,Home inspection-mastering the profession,Real estate investments,RE110,NC,
East Texas State University,Noncredit,Home inspection-mastering the profession,Real estate law,RE104,NC,
East Texas State University,Noncredit,Home inspection-mastering the profession,Real estate math,RE116,NC,
East Texas State University,Noncredit,Home inspection-mastering the profession,Real estate principles,RE100,NC,
East Texas State University,Noncredit,Home inspection-mastering the profession,Residential real estate marketing RE114 (NO Texas agency (1111),RE133,NC,
East Texas State University,Noncredit,Home inspection-mastering the profession,The mediation process,ME301,NC,
East Texas State University,Noncredit,Home inspection-mastering the profession,You can negotiate anything,ME303,NC,
