naics_code,description_en,description_fr,year
48423,"Specialized freight (except used goods) trucking, long distance",Transport par camion de marchandises spéciales sur de longues distances (sauf les biens usagés),2024
48511,Urban transit systems,Services urbains de transport en commun,2024
48521,Interurban and rural bus transportation,Transport interurbain et rural par autocar,2024
48531,Taxi service,Services de taxi,2024
48532,Limousine service,Services de limousine,2024
48541,School and employee bus transportation,Transport scolaire et transport d'employés par autobus,2024
48551,Charter bus industry,Services d'autobus nolisés,2024
48599,Other transit and ground passenger transportation,Autres services de transport en commun et de transport terrestre de voyageurs,2024
48611,Pipeline transportation of crude oil,Transport du pétrole brut par oléoduc,2024
48621,Pipeline transportation of natural gas,Transport du gaz naturel par gazoduc,2024
48691,Pipeline transportation of refined petroleum products,Transport par pipeline de produits pétroliers raffinés,2024
48699,All other pipeline transportation,Tous les autres services de transport par pipeline,2024
48711,"Scenic and sightseeing transportation, land",Transport terrestre de tourisme et d'agrément,2024
48721,"Scenic and sightseeing transportation, water",Transport par eau de tourisme et d'agrément,2024
48799,"Scenic and sightseeing transportation, other",Autres services de transport de tourisme et d'agrément,2024
48811,Airport operations,Opérations aéroportuaires,2024
48819,Other support activities for air transportation,Autres activités de soutien au transport aérien,2024
48821,Support activities for rail transportation,Activités de soutien au transport ferroviaire,2024
48831,Port and harbour operations,Opérations portuaires,2024
48832,Marine cargo handling,Manutention du fret maritime,2024
48833,Navigational services to shipping,Services de navigation pour le transport par eau,2024
48839,Other support activities for water transportation,Autres activités de soutien au transport par eau,2024
48841,Motor vehicle towing,Remorquage de véhicules automobiles,2024
48849,Other support activities for road transportation,Autres activités de soutien au transport routier,2024
48851,Freight transportation arrangement,Intermédiaires en transport de marchandises,2024
48899,Other support activities for transportation,Autres activités de soutien au transport,2024
49111,Postal service,Services postaux,2024
49211,Couriers,Messageries,2024
49221,Local messengers and local delivery,Services locaux de messagers et de livraison,2024
49311,General warehousing and storage,Entreposage général,2024
49312,Refrigerated warehousing and storage,Entreposage frigorifique,2024
49313,Farm product warehousing and storage,Entreposage de produits agricoles,2024
49319,Other warehousing and storage,Autres activités d'entreposage,2024
51211,Motion picture and video production,Production de films et de vidéos,2024
51212,Motion picture and video distribution,Distribution de films et de vidéos,2024
51213,Motion picture and video exhibition,Présentation de films et de vidéos,2024
51219,Post-production and other motion picture and video industries,Postproduction et autres industries du film et de la vidéo,2024
51223,Music publishers,Éditeurs de musique,2024
51224,Sound recording studios,Studios d'enregistrement sonore,2024
51225,Record production and distribution,Production et distribution d'enregistrements,2024
51229,Other sound recording industries,Autres industries de l'enregistrement sonore,2024
51311,Newspaper publishers,Éditeurs de journaux,2024
51312,Periodical publishers,Éditeurs de périodiques,2024
51313,Book publishers,Éditeurs de livres,2024
51314,Directory and mailing list publishers,Éditeurs d'annuaires et de répertoires,2024
51319,Other publishers,Autres éditeurs,2024
51321,Software publishers,Éditeurs de logiciels,2024
51611,Radio broadcasting stations,Stations de radiodiffusion,2024
51612,Television broadcasting stations,Stations de télédiffusion,2024
51621,"Media streaming distribution services, and other media networks and content providers",Services de distribution de contenu médiatique diffusé en continu et autres réseaux et fournisseurs de contenu médiatique,2024
51731,Wired and wireless telecommunications carriers (except satellite),Télécommunications par fil et sans fil (sauf par satellite),2024
51741,Satellite telecommunications,Télécommunications par satellite,2024
51791,Other telecommunications,Autres services de télécommunications,2024
51821,"Computing infrastructure providers, data processing, web hosting, and related services","Fournisseurs d'infrastructures informatiques, traitement de données, hébergement de données et services connexes",2024
51921,Libraries and archives,Bibliothèques et archives,2024
51929,Web search portals and all other information services,Portails de recherche Web et tous les autres services d'information,2024
52111,Monetary authorities - central bank,Autorités monétaires - banque centrale,2024
52211,Banking,Activités bancaires,2024
52213,Credit unions,Coopératives de crédit et caisses populaires,2024
52219,Other depository credit intermediation,Autres activités d'intermédiation financière par le biais de dépôts,2024
52221,Credit card issuing,Émission de cartes de crédit,2024
52222,Sales financing,Financement de ventes à crédit,2024
52229,Other non-depository credit intermediation,Autres activités d'intermédiation financière non faite par le biais de dépôts,2024
52231,Mortgage and non-mortgage loan brokers,Courtiers en prêts hypothécaires et non-hypothécaires,2024
52232,"Financial transactions processing, reserve and clearing house activities",Traitement de transactions financières et activités liées à la réserve et à la chambre de compensation,2024
52239,Other activities related to credit intermediation,Autres activités liées à l'intermédiation financière,2024
52311,Investment banking and securities dealing,Services bancaires d'investissement et commerce des valeurs mobilières,2024
52312,Securities brokerage,Courtage de valeurs mobilières,2024
52313,Commodity contracts dealing,Négociation de contrats de marchandises,2024
52314,Commodity contracts brokerage,Courtage de contrats de marchandises,2024
52321,Securities and commodity exchanges,Bourses de valeurs mobilières et de marchandises,2024
52391,Miscellaneous intermediation,Activités diverses d'intermédiation,2024
52392,Portfolio management,Gestion de portefeuille,2024
52393,Investment advice,Services de conseils en placement,2024
52399,All other financial investment activities,Toutes les autres activités d'investissement financier,2024
52411,"Direct life, health and medical insurance carriers","Sociétés d'assurance directe : vie, maladie et soins médicaux",2024
52412,"Direct insurance (except life, health and medical) carriers","Sociétés d'assurance directe (sauf vie, maladie et soins médicaux)",2024
52413,Reinsurance carriers,Sociétés de réassurance,2024
52421,Insurance agencies and brokerages,Agences et courtiers d'assurance,2024
52429,Other insurance related activities,Autres activités liées à l'assurance,2024
52611,Pension funds,Caisses de retraite,2024
52691,Open-end investment funds,Fonds de placement à capital variable,2024
52693,Segregated (except pension) funds,Fonds distincts (sauf les caisses de retraite),2024
52698,All other funds and financial vehicles,Tous les autres fonds et instruments financiers,2024
53111,Lessors of residential buildings and dwellings,Bailleurs d'immeubles résidentiels et de logements,2024
53112,Lessors of non-residential buildings (except mini-warehouses),Bailleurs d'immeubles non résidentiels (sauf les mini-entrepôts),2024
53113,Self-storage mini-warehouses,Mini-entrepôts libre-service,2024
53119,Lessors of other real estate property,Bailleurs d'autres biens immobiliers,2024
53121,Offices of real estate agents and brokers,Bureaux d'agents et de courtiers immobiliers,2024
53131,Real estate property managers,Gestionnaires de biens immobiliers,2024
53132,Offices of real estate appraisers,Bureaux d'évaluateurs de biens immobiliers,2024
53139,Other activities related to real estate,Autres activités liées à l'immobilier,2024
53211,Passenger car rental and leasing,Location et location à bail d'automobiles,2024
53212,"Truck, utility trailer and recreational vehicle (RV) rental and leasing","Location et location à bail de camions, de remorques utilitaires et de véhicules de plaisance",2024
53221,Consumer electronics and appliance rental,Location d'appareils électroniques domestiques et d'appareils ménagers,2024
53228,All other consumer goods rental,Location d'autres biens de consommation,2024
53231,General rental centres,Centres de location d'articles divers,2024
53241,"Construction, transportation, mining, and forestry machinery and equipment rental and leasing","Location et location à bail de machines et matériel pour la construction, le transport, l'extraction minière et la foresterie",2024
53242,Office machinery and equipment rental and leasing,Location et location à bail de machines et matériel de bureau,2024
53249,Other commercial and industrial machinery and equipment rental and leasing,Location et location à bail d'autres machines et matériel d'usage commercial et industriel,2024
53311,Lessors of non-financial intangible assets (except copyrighted works),Bailleurs de biens incorporels non financiers (sauf les oeuvres protégées par le droit d'auteur),2024
54111,Offices of lawyers,Études d'avocats,2024
54112,Offices of notaries,Études de notaires,2024
